PitcherId,id,Pitcher,birthDate,height,height_ft,pitchHand,primaryPosition,active,team,Temporada_Anio,strikeZoneTop,strikeZoneBottom
832709.0,832709,"Salomon, Angel",2002-08-24,"5' 9""",5.75,Right,Pitcher,true,AGU_VER,Verano-2025,,
700587.0,700587,"Marquez, Luis",1997-11-29,"5' 9""",5.75,Left,Pitcher,true,AGU_VER,Verano-2025,,
685692.0,685692,"Valenzuela, Vicente",2001-06-01,"5' 9""",5.75,Right,Pitcher,true,TIG_QUI,Verano-2025,,
690909.0,690909,"Cruz, Daniel",1999-09-08,"5' 9""",5.75,Right,Pitcher,true,BRA_MEX,Verano-2025,,
511648.0,511648,"Garzon, Antonio",1985-03-07,"5' 9""",5.75,Left,Pitcher,true,DOR_CHI,Verano-2025,,
678752.0,678752,"Avila, Luis De",2001-05-29,"5' 9""",5.75,Left,Pitcher,true,PER_MEX,Verano-2025,,
832719.0,832719,"Rojo, Santiago",2006-07-05,"5' 9""",5.75,Right,Pitcher,true,BRA_MEX,Verano-2025,,
670369.0,670369,"Torres, Christian",1993-09-07,"6' 0""",6.0,Left,Pitcher,true,DOR_CHI,Verano-2025,,
700071.0,700071,"Tovalin, Alexandro",1997-11-25,"6' 0""",6.0,Right,Pitcher,true,SAR_SAL,Verano-2025,,
641501.0,641501,"Danish, Tyler",1994-09-12,"6' 0""",6.0,Right,Pitcher,true,OLM_MEX,Verano-2025,,
608167.0,608167,"Aro, Jonathan",1990-10-10,"6' 0""",6.0,Right,Pitcher,true,AGU_VER,Verano-2025,,
628333.0,628333,"Despaigne, Odrisamer",1987-04-04,"6' 0""",6.0,Right,Pitcher,true,LEO_MEX,Verano-2025,,
641995.0,641995,"Ramírez, Roel",1995-05-26,"6' 0""",6.0,Right,Pitcher,true,TOR_TIJ,Verano-2025,,
683517.0,683517,"Garcia, Jorge",2002-05-10,"6' 0""",6.0,Right,Pitcher,true,GEN_MEX,Verano-2025,,
675540.0,675540,"Curry, Xzavion",1998-07-27,"6' 0""",6.0,Right,Pitcher,true,TIG_QUI,Verano-2025,,
687455.0,687455,"Cossio, Juan",1999-01-10,"6' 0""",6.0,Right,Pitcher,true,TIG_QUI,Verano-2025,,
664739.0,664739,"Garcia, Alan",1997-01-31,"6' 0""",6.0,Left,Outfielder,true,BRA_MEX,Verano-2025,,
670625.0,670625,"Moyers, Steven",1993-09-27,"6' 0""",6.0,Left,Pitcher,true,TIG_QUI,Verano-2025,,
657122.0,657122,"Williams, Ronnie",1996-01-06,"6' 0""",6.0,Right,Pitcher,true,LEO_MEX,Verano-2025,,
619854.0,619854,"Bustamante, Carlos",1994-09-25,"6' 0""",6.0,Right,Pitcher,true,PIR_MEX,Verano-2025,,
824049.0,824049,"Becerra, Alonso",2004-07-06,"6' 0""",6.0,Left,Pitcher,true,SUL_MON,Verano-2025,,
620982.0,620982,"Pinto, Ricardo",1994-01-20,"6' 0""",6.0,Right,Pitcher,true,DIA_ROJ,Verano-2025,,
800079.0,800079,"Alvarado, Cristian",2003-07-06,"6' 0""",6.0,Right,Pitcher,true,PER_MEX,Verano-2025,,
553868.0,553868,"Elenes, Norman",1992-07-10,"6' 0""",6.0,Right,Pitcher,true,AGU_VER,Verano-2025,,
669476.0,669476,"Walters, Jake",1996-03-11,"6' 0""",6.0,Right,Pitcher,true,GEN_MEX,Verano-2025,,
808721.0,808721,"Kelly, Kevin",1990-05-27,"6' 0""",6.0,Right,Pitcher,true,DOR_CHI,Verano-2025,,
642563.0,642563,"Vizcaíno, Raffi",1995-12-02,"6' 0""",6.0,Right,Pitcher,true,REI_MEX,Verano-2025,,
570666.0,570666,"Cessa, Luis",1992-04-25,"6' 0""",6.0,Right,Pitcher,true,SUL_MON,Verano-2025,,
832567.0,832567,"Kim, Gyeongju",1998-12-15,"6' 0""",6.0,Right,Pitcher,true,PIR_MEX,Verano-2025,,
672558.0,672558,"Perez, Cleiverth",2000-02-05,"6' 0""",6.0,Left,Pitcher,true,PER_MEX,Verano-2025,,
805749.0,805749,"Tedesco, Brady",1996-10-17,"6' 0""",6.0,Left,Pitcher,true,DOR_CHI,Verano-2025,,
642664.0,642664,"Bautista, Wendolyn",1993-03-27,"6' 0""",6.0,Right,Pitcher,true,REI_MEX,Verano-2025,,
542278.0,542278,"Quintero, Fredy",1987-12-29,"6' 0""",6.0,Right,Pitcher,true,CON_QUE,Verano-2025,,
672767.0,672767,"Carrasco, Deury",1999-09-20,"6' 0""",6.0,Right,Pitcher,true,GEN_MEX,Verano-2025,,
547862.0,547862,"Reyes, David",1990-04-12,"6' 0""",6.0,Right,Pitcher,true,TOR_TIJ,Verano-2025,,
816330.0,816330,"Foster, Kobe",1998-04-16,"6' 0""",6.0,Left,Pitcher,false,TIG_QUI,Verano-2025,,
570810.0,570810,"Bonilla, Lisalverto",1990-06-18,"6' 0""",6.0,Right,Pitcher,true,BRA_MEX,Verano-2025,,
547176.0,547176,"Camarena, Daniel",1992-11-09,"6' 0""",6.0,Left,Pitcher,true,ROJ_MEX,Verano-2025,,
641582.0,641582,"Foster, Matt",1995-01-27,"6' 0""",6.0,Right,Pitcher,true,VAQ_LAG,Verano-2025,,
800545.0,800545,"Hernandez, Diego",2004-08-12,"6' 0""",6.0,Right,Pitcher,true,ROJ_MEX,Verano-2025,,
477584.0,477584,"Solis, Tomas",1982-10-02,"6' 0""",6.0,Left,Pitcher,true,REI_MEX,Verano-2025,,
700005.0,700005,"Perez, Hector",1996-10-09,"6' 0""",6.0,Right,Pitcher,false,GEN_MEX,Verano-2025,,
677644.0,677644,"Perez, Brayan",2000-09-05,"6' 0""",6.0,Left,Pitcher,true,ACE_MEX,Verano-2025,,
682926.0,682926,"Bautista, Jorge",2000-12-10,"6' 0""",6.0,Right,Pitcher,true,GEN_MEX,Verano-2025,,
664848.0,664848,"Sands, Donny",1996-05-16,"6' 0""",6.0,Right,Catcher,true,CHA_JAL1,Verano-2025,,
680024.0,680024,"Frutos, Jose",1997-07-07,"6' 0""",6.0,Right,Pitcher,true,AGU_VER,Verano-2025,,
678977.0,678977,"Herrera, Martin",2000-09-22,"6' 0""",6.0,Right,Pitcher,true,PIR_MEX,Verano-2025,,
477555.0,477555,"Rodriguez, Erick",1979-11-27,"6' 0""",6.0,Right,Catcher,false,SUL_MON,Verano-2025,,
681817.0,681817,"Mort, Zach",1997-05-22,"6' 0""",6.0,Right,Pitcher,true,SAR_SAL,Verano-2025,,
466463.0,466463,"Rodriguez, Pedro",1987-10-31,"6' 0""",6.0,Right,Pitcher,true,DOR_CHI,Verano-2025,,
448855.0,448855,"Guerra, Junior",1985-01-16,"6' 0""",6.0,Right,Pitcher,true,ROJ_MEX,Verano-2025,,
622415.0,622415,"Vizcaya, Anthony",1993-10-24,"6' 0""",6.0,Right,Pitcher,true,ROJ_MEX,Verano-2025,,
514919.0,514919,"Pirela, Jesus",1989-03-13,"6' 0""",6.0,Right,Pitcher,true,SUL_MON,Verano-2025,,
642511.0,642511,"Hernandez, Arnaldo",1996-02-09,"6' 0""",6.0,Right,Pitcher,true,CON_QUE,Verano-2025,,
592761.0,592761,"Smith, Caleb",1991-07-28,"6' 0""",6.0,Left,Pitcher,true,DOR_CHI,Verano-2025,,
643316.0,643316,"Fry, Paul",1992-07-26,"6' 0""",6.0,Left,Pitcher,true,SUL_MON,Verano-2025,,
681626.0,681626,"Diaz, Moises",2001-04-27,"6' 0""",6.0,Right,Pitcher,true,PER_MEX,Verano-2025,,
667498.0,667498,"Dugger, Robert",1995-07-03,"6' 0""",6.0,Right,Pitcher,true,GUE_MEX,Verano-2025,,
677743.0,677743,"Simon, Mark",1995-08-04,"6' 0""",6.0,Right,Pitcher,true,ACE_MEX,Verano-2025,,
667465.0,667465,"Fletcher, Aaron",1996-02-25,"6' 0""",6.0,Left,Pitcher,true,LEO_MEX,Verano-2025,,
660850.0,660850,"Robles, Juan",1997-11-06,"6' 0""",6.0,Right,Pitcher,true,CHA_JAL1,Verano-2025,,
616617.0,616617,"Gusman, Adrian",1991-08-05,"6' 0""",6.0,Left,Pitcher,true,CON_QUE,Verano-2025,,
807774.0,807774,"Smith, Tucker",1997-07-04,"6' 0""",6.0,Right,Pitcher,true,REI_MEX,Verano-2025,,
622426.0,622426,"Almeida, Adrian",1995-02-25,"6' 0""",6.0,Left,Pitcher,true,REI_MEX,Verano-2025,,
622556.0,622556,"García, Elniery",1994-12-24,"6' 0""",6.0,Left,Pitcher,true,REI_MEX,Verano-2025,,
683689.0,683689,"Reyes, Carlo",1998-07-04,"6' 0""",6.0,Right,Pitcher,true,REI_MEX,Verano-2025,,
681619.0,681619,"Hernandez, Robinson",1999-06-11,"6' 0""",6.0,Right,Pitcher,true,AGU_VER,Verano-2025,,
691714.0,691714,"Ribon, Kevin",2002-09-20,"6' 0""",6.0,Right,Pitcher,true,OLM_MEX,Verano-2025,,
828454.0,828454,"Salazar, Pedro",2003-06-13,"6' 0""",6.0,Left,Pitcher,true,CHA_JAL1,Verano-2025,,
642073.0,642073,"Sherfy, Jimmie",1991-12-27,"6' 0""",6.0,Right,Pitcher,true,TOR_TIJ,Verano-2025,,
691869.0,691869,"McKenna, Brian",1992-11-19,"6' 0""",6.0,Right,Pitcher,true,REI_MEX,Verano-2025,,
502026.0,502026,"Jeffress, Jeremy",1987-09-21,"6' 0""",6.0,Right,Pitcher,true,TIG_QUI,Verano-2025,,
678287.0,678287,"Melean, Alejandro",2000-10-11,"6' 0""",6.0,Right,Pitcher,true,CHA_JAL1,Verano-2025,,
640959.0,640959,"Paricaguan, Jesus",1995-12-03,"6' 0""",6.0,Right,Pitcher,true,SAR_SAL,Verano-2025,,
670161.0,670161,"Dunshee, Parker",1995-02-12,"6' 0""",6.0,Right,Pitcher,true,TOR_TIJ,Verano-2025,,
658069.0,658069,"Fuentes, Joshua",1993-02-19,"6' 0""",6.0,Right,Third Base,true,CHA_JAL1,Verano-2025,,
811812.0,811812,"Monroy, Jorge",2002-03-21,"6' 1""",6.083,Right,Pitcher,true,DIA_ROJ,Verano-2025,,
503449.0,503449,"Peralta, Wily",1989-05-08,"6' 1""",6.083,Right,Pitcher,true,DOR_CHI,Verano-2025,,
658140.0,658140,"Rios, Wilmer",1994-03-03,"6' 1""",6.083,Right,Pitcher,true,ACE_MEX,Verano-2025,,
643320.0,643320,"Gardewine, Nick",1993-08-15,"6' 1""",6.083,Right,Pitcher,true,AGU_VER,Verano-2025,,
601980.0,601980,"Franzua, Geronimo",1993-09-25,"6' 1""",6.083,Left,Pitcher,true,SUL_MON,Verano-2025,,
663447.0,663447,"Kahaloa, Ian",1997-10-03,"6' 1""",6.083,Right,Pitcher,true,OLM_MEX,Verano-2025,,
641754.0,641754,"Kinley, Jeff",1992-02-15,"6' 1""",6.083,Left,Pitcher,true,OLM_MEX,Verano-2025,,
592127.0,592127,"Barbato, Johnny",1992-07-11,"6' 1""",6.083,Right,Pitcher,true,TIG_QUI,Verano-2025,,
642545.0,642545,"Barria, Jaime",1996-07-18,"6' 1""",6.083,Right,Pitcher,true,VAQ_LAG,Verano-2025,,
661269.0,661269,"Gutierrez, Vladimir",1995-09-18,"6' 1""",6.083,Right,Pitcher,true,PER_MEX,Verano-2025,,
643518.0,643518,"Samayoa, Jose",1990-03-09,"6' 1""",6.083,Right,Pitcher,true,OLM_MEX,Verano-2025,,
682029.0,682029,"Curlis, Connor",1996-11-29,"6' 1""",6.083,Left,Pitcher,true,AGU_VER,Verano-2025,,
452061.0,452061,"Phillips, Zach",1986-09-21,"6' 1""",6.083,Left,Pitcher,true,CON_QUE,Verano-2025,,
501697.0,501697,"Mariñez, Jhan",1988-08-12,"6' 1""",6.083,Right,Pitcher,true,CON_QUE,Verano-2025,,
679033.0,679033,"Zapata, Juan",1998-11-19,"6' 1""",6.083,Right,Pitcher,true,REI_MEX,Verano-2025,,
604596.0,604596,"Delgado, Alex",1994-11-01,"6' 1""",6.083,Left,Pitcher,true,TIG_QUI,Verano-2025,,
616623.0,616623,"Fierro, Edwin",1993-08-30,"6' 1""",6.083,Right,Pitcher,true,DIA_ROJ,Verano-2025,,
596043.0,596043,"Mengden, Daniel",1993-02-19,"6' 1""",6.083,Right,Pitcher,true,ROJ_MEX,Verano-2025,,
686734.0,686734,"Roque, Arturo",2000-12-02,"6' 1""",6.083,Right,Pitcher,true,SUL_MON,Verano-2025,,
674375.0,674375,"Arias, Dayeison",1997-01-07,"6' 1""",6.083,Right,Pitcher,true,TIG_QUI,Verano-2025,,
631229.0,631229,"Rodriguez, Dalton",1996-08-20,"6' 1""",6.083,Right,Pitcher,true,CON_QUE,Verano-2025,,
684544.0,684544,"Endersby, Jimmy",1998-01-16,"6' 1""",6.083,Right,Pitcher,true,LEO_MEX,Verano-2025,,
621591.0,621591,"Gutierrez, Alfred",1995-06-12,"6' 1""",6.083,Right,Pitcher,true,PER_MEX,Verano-2025,,
685763.0,685763,"Bernal, Jonatan",2002-06-29,"6' 1""",6.083,Right,Pitcher,true,LEO_MEX,Verano-2025,,
666371.0,666371,"Trogrlic-Iverson, Nick",1997-10-03,"6' 1""",6.083,Right,Pitcher,true,REI_MEX,Verano-2025,,
585132.0,585132,"Carrillo, Raul",1991-11-20,"6' 1""",6.083,Right,Pitcher,true,OLM_MEX,Verano-2025,,
674455.0,674455,"Gervacio, Yeury",1999-07-01,"6' 1""",6.083,Left,Pitcher,true,TIG_QUI,Verano-2025,,
691376.0,691376,"Medina, Irving",2003-06-12,"6' 1""",6.083,Right,Pitcher,true,GEN_MEX,Verano-2025,,
681853.0,681853,"Parra, Franklin",1999-09-13,"6' 1""",6.083,Left,Pitcher,true,ACE_MEX,Verano-2025,,
571479.0,571479,"Bellatti, Andrew",1991-08-05,"6' 1""",6.083,Right,Pitcher,true,BRA_MEX,Verano-2025,,
510552.0,510552,"Mendez, Ozzie",1988-04-16,"6' 1""",6.083,Left,Pitcher,true,GEN_MEX,Verano-2025,,
595411.0,595411,"Sherriff, Ryan",1990-05-25,"6' 1""",6.083,Left,Pitcher,true,LEO_MEX,Verano-2025,,
813817.0,813817,"Hernandez, Pavel",1996-12-02,"6' 1""",6.083,Right,Pitcher,true,CHA_JAL1,Verano-2025,,
681891.0,681891,"Greene, Zach",1996-08-29,"6' 1""",6.083,Right,Pitcher,true,PIR_MEX,Verano-2025,,
605309.0,605309,"Kela, Keone",1993-04-16,"6' 1""",6.083,Right,Pitcher,true,ROJ_MEX,Verano-2025,,
656103.0,656103,"Cabrera, Ismael",1994-06-19,"6' 1""",6.083,Right,Pitcher,true,BRA_MEX,Verano-2025,,
672730.0,672730,"Then, Juan",2000-02-07,"6' 1""",6.083,Right,Pitcher,true,BRA_MEX,Verano-2025,,
807586.0,807586,"Araujo, Omar",1999-02-07,"6' 1""",6.083,Right,Pitcher,true,VAQ_LAG,Verano-2025,,
665894.0,665894,"Rijo, Luis",1998-09-06,"6' 1""",6.083,Right,Pitcher,true,GEN_MEX,Verano-2025,,
832572.0,832572,"Perez, Hector",1900-01-01,"6' 1""",6.083,Right,Pitcher,true,GEN_MEX,Verano-2025,,
622066.0,622066,"Alexander, Tyler",1991-09-22,"6' 1""",6.083,Left,Pitcher,true,CON_QUE,Verano-2025,,
678660.0,678660,"Vargas, Victor",2000-09-03,"6' 1""",6.083,Right,Pitcher,true,PER_MEX,Verano-2025,,
672911.0,672911,"Cruz, Jesus",1995-04-15,"6' 1""",6.083,Right,Pitcher,true,SAR_SAL,Verano-2025,,
542467.0,542467,"Camacho, Yoimer",1990-02-24,"6' 1""",6.083,Right,Pitcher,true,PER_MEX,Verano-2025,,
678804.0,678804,"Cruz, José",2000-05-18,"6' 1""",6.083,Right,Pitcher,true,GEN_MEX,Verano-2025,,
703655.0,703655,"Kubiuk, Dan",1995-09-30,"6' 1""",6.083,Right,Pitcher,true,PIR_MEX,Verano-2025,,
668869.0,668869,"Thomas, Tyler",1995-12-22,"6' 1""",6.083,Left,Pitcher,true,PIR_MEX,Verano-2025,,
666204.0,666204,"Jiménez, Dany",1993-12-23,"6' 1""",6.083,Right,Pitcher,true,REI_MEX,Verano-2025,,
681856.0,681856,"Ponticelli, Thomas",1997-04-15,"6' 1""",6.083,Right,Pitcher,true,TIG_QUI,Verano-2025,,
664042.0,664042,"Sr., Travis Lakins",1994-06-29,"6' 1""",6.083,Right,Pitcher,true,VAQ_LAG,Verano-2025,,
832574.0,832574,"Rodriguez, Sergio",2005-07-12,"6' 1""",6.083,Right,Pitcher,true,DOR_CHI,Verano-2025,,
802017.0,802017,"Otero, Amauri",2005-02-19,"6' 1""",6.083,Left,Pitcher,true,GEN_MEX,Verano-2025,,
833070.0,833070,"Peniche, Pedro",2005-01-18,"6' 1""",6.083,Right,Pitcher,true,TIG_QUI,Verano-2025,,
836035.0,836035,"Gonzalez, Alexis",2008-09-23,"6' 1""",6.083,Right,Pitcher,true,LEO_MEX,Verano-2025,,
592222.0,592222,"Claudio, Alex",1992-01-31,"6' 2""",6.167,Left,Pitcher,true,SAR_SAL,Verano-2025,,
660875.0,660875,"Reyes, Jesús",1993-02-21,"6' 2""",6.167,Right,Pitcher,true,VAQ_LAG,Verano-2025,,
650828.0,650828,"Santana, Edgar",1991-10-16,"6' 2""",6.167,Right,Pitcher,true,PER_MEX,Verano-2025,,
660508.0,660508,"Gudiño, Norwith",1995-11-22,"6' 2""",6.167,Right,Pitcher,true,OLM_MEX,Verano-2025,,
621248.0,621248,"Garza Jr., Ralph",1994-04-06,"6' 2""",6.167,Right,Pitcher,true,TOR_TIJ,Verano-2025,,
664641.0,664641,"Miranda, Aríel",1989-01-10,"6' 2""",6.167,Left,Pitcher,true,CON_QUE,Verano-2025,,
595881.0,595881,"Beede, Tyler",1993-05-23,"6' 2""",6.167,Right,Pitcher,true,DIA_ROJ,Verano-2025,,
